Question,Answer,File,URL
How can I learn more about the IUPP program?,"You can learn more about the IUPP program by clicking on the ""Learn More"" link or by contacting Angela Wolfe at indigenous_students@sfu.ca.",0_6_1_1_41,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/indigenous-university-preparation-pathway.html
Who is the director of Indigenous Recruitment and Admissions at Simon Fraser University?,Angela Wolfe,0_6_1_1_41,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/indigenous-university-preparation-pathway.html
How can I contact Angela Wolfe regarding Indigenous student programs?,You can contact Angela Wolfe at indigenous_students@sfu.ca.,0_6_1_1_41,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/indigenous-university-preparation-pathway.html
Where is Simon Fraser University located?,"8888 University Drive, Burnaby, B.C., Canada",0_6_1_1_41,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/indigenous-university-preparation-pathway.html
Which Indigenous peoples' traditional territories does SFU reside on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_6_1_1_41,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/indigenous-university-preparation-pathway.html
What acknowledgments does Simon Fraser University make concerning Indigenous lands?,"Simon Fraser University respectfully acknowledges the unceded traditional territories of the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples.",0_6_1_1_41,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment/indigenous-university-preparation-pathway.html
What are your overall experiences as an Indigenous student at SFU?  ,[Your response here],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
Do you have any questions or concerns you'd like to share with the ISC?  ,[Your questions or concerns],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
Are there any specific feedback or suggestions you want to share with the ISC staff?  ,[Your specific feedback or suggestions here],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
Would you like to celebrate any personal accomplishments related to your university journey?  ,[Your answer here],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
What aspects of your university experience do you feel the ISC should be aware of?  ,[Your feedback or concerns about your university experience that you want the ISC to know.],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
Is there anything you would like the ISC to do to support your success as an Indigenous student?  ,"[Your answer here, if any]",0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
Do you have any challenges or barriers you've faced during your time at SFU?  ,[Your answer here],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
Are there resources or programs you wish were available to Indigenous students at SFU?  ,[No specific answers provided in the context.],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
Would you like to share any cultural or community events happening within the Indigenous student community?  ,[Your response here],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
Is there anything else you'd like to tell the ISC to help improve the Indigenous student experience?,[Your response here],0_4,https://www.sfu.ca/students/indigenous/about-us/isc-x-fnmisa-town-halls.html
What is the significance of February 14th for Indigenous communities?,"February 14th is a Memorial Day to remember murdered and missing Indigenous Women, Girls, and Two Spirit family and community members.",0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
Who does the ISC remember and honor on Memorial Day?,Indigenous loved ones who have been murdered and gone missing,0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
Where is the Community Gathering and Memorial March being held?,Main St. & Hastings St. (Outside of RBC),0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
What time does the Memorial march start and end?,9:30am - 12:00pm,0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
How can someone get connected and join the group chat for the event?,Email Kim at kjohn@sfu.ca to get connected and join the groupchat.,0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
What is the meeting location and time for those participating in the March from SFU?,SUB 3000; 9:30am,0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
When did the Women's Memorial March first begin?,1992,0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
What prompted the first Women's Memorial March in 1992?,The murder of a woman on Powell Street in Vancouver.,0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
What is the purpose of the annual March on Valentine’s Day?,"To express compassion, community, and caring for all women in Vancouver’s Downtown Eastside.",0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
Which territories does the Vancouver Downtown Eastside belong to?,Unceded Coast Salish territories,0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
Who organized the list of locations and organizations involved in the memorial events?,Pacific Association of First Nations Women,0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
What are the addresses and contact details of the Pacific Association of First Nations Women?,"8888 University Drive Burnaby, B.C. Canada V5A 1S6  
Email: Not provided in the context",0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
Which Indigenous peoples’ traditional territories do the three SFU campuses reside on?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh)",0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
"How does the event aim to raise awareness and support for murdered and missing Indigenous women, girls, and Two Spirit community members?","The event raises awareness and support through a memorial march that expresses compassion, community, and caring, encourages community participation, and continues to highlight the issue annually to honor and remember the victims.",0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
What organizations are partnering to invite the SFU community to the Memorial March?,"First Nations, Metis & Inuit Student Association; SFSS Women's Centre",0_6_1_1_26,http://www.sfu.ca/students/indigenous/events/women-s-memorial-march.html
What collaboration partners does the ISC work with to provide tutoring services?,Academics First Tutoring Program,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
During which semesters is this tutoring service available?,Fall and Spring semesters,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
For which course levels can students request a tutor through this program?,Lower level (100-200 level) courses,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
"How many hours of tutoring does the ISC provide to enrolled First Nations, Métis, and Inuit students?",Up to 13 hours,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
Is there a cost for students to access tutoring services through the ISC?,"No, tutoring is no cost to the student.",0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
How can students request a tutor?,"Students can request a tutor by clicking on the ""Request a Tutor"" link or button provided by the program.",0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
What type of course content assistance does the tutoring program cover?,Course content only,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
"Where can students book a consultation if they need assistance with writing, essays, formatting, or structure?",SFU Library's Student Learning Commons (SLC) and WriteAway program,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
What alternative programs are available for writing assistance besides the tutoring service?,SFU Library's Student Learning Commons (SLC) WriteAway program,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
How can students contact the ISC with questions about the tutoring program?,By phone at 778-782-6929 or email at askisc@sfu.ca,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
What is the address of the SFU Indigenous Online Learning Community?,"8888 University Drive Burnaby, B.C. Canada V5A 1S6",0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
Which Indigenous peoples’ traditional territories do the SFU campuses reside on?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
What is the contact email for the ISC’s tutoring program?,askisc@sfu.ca,0_33,https://www.sfu.ca/students/indigenous/programs-and-resources/academic-support/tutoring.html
